,Total Population,Pop. that Works from Home,Single Occupant Households,Single Parent Households,Married Parent Households,Undergrads and Grads,Diploma/GED attained,Degree attained,Households in Poverty,Below 40k Earners,40k-100k Earners,Above 100k Earners,Unemployed,Renter Occupied Households,Owner Occupied Households,Crime Counts,walk_score,transit_score,Fast Food Count,Fast Food Consumers,raw_visit_count
421010010011,1339,27,542,7,23,22,109,873,918,168,303,447,16,267,651,85,99,100,2.0,2833.0,62595.0
421010010012,1325,132,171,8,89,190,67,711,574,114,250,210,10,297,277,67,99,100,0.0,0.0,40273.0
421010010021,1384,95,253,19,94,114,100,745,686,89,184,413,21,268,418,198,94,89,1.0,350.0,71386.0
421010010022,856,35,135,32,63,58,65,475,395,29,97,269,59,118,277,27,98,93,0.0,0.0,16595.0
421010010023,1152,39,358,17,51,155,44,649,642,148,201,293,24,300,342,63,98,100,0.0,0.0,59540.0
421010011011,572,72,239,0,0,88,52,395,371,74,118,179,70,189,182,75,97,100,0.0,0.0,48204.0
421010011012,1360,0,283,0,54,230,73,748,573,182,173,218,12,432,141,74,98,100,1.0,67.0,37358.0
421010011013,886,8,305,11,78,107,0,344,502,121,176,205,9,273,229,68,99,100,0.0,0.0,40501.0
421010011014,848,40,125,11,0,362,52,241,246,73,93,80,44,154,92,39,98,100,0.0,0.0,24079.0
421010011021,935,79,262,0,47,164,24,578,546,99,196,251,18,316,230,127,99,100,0.0,0.0,54369.0
421010011022,1631,43,593,41,28,379,39,997,991,330,378,283,30,713,278,80,99,100,0.0,0.0,27847.0
421010012011,1204,47,153,0,199,79,11,627,469,35,201,233,22,122,347,24,81,100,0.0,0.0,30196.0
421010012012,1124,12,377,0,23,194,113,670,702,173,252,277,26,436,266,45,98,100,0.0,0.0,23152.0
421010012013,916,43,221,53,43,96,0,479,517,46,149,322,0,218,299,46,97,100,0.0,0.0,25866.0
421010012014,890,19,256,0,31,60,13,575,508,106,126,276,25,231,277,34,97,96,0.0,0.0,21431.0
421010012021,1383,77,521,0,49,386,16,875,905,292,317,296,35,760,145,62,100,100,0.0,0.0,32410.0
421010012022,1033,125,394,0,11,109,0,630,681,213,222,246,57,444,237,58,99,100,0.0,0.0,33339.0
421010012023,965,43,280,0,47,54,11,615,562,26,294,242,0,479,83,39,98,100,0.0,0.0,26208.0
421010012024,895,62,128,12,26,230,69,418,304,56,105,143,15,123,181,89,99,100,0.0,0.0,44866.0
421010012025,835,35,182,47,39,91,0,439,444,72,151,221,9,283,161,30,99,100,0.0,0.0,17871.0
421010013001,772,0,316,0,44,76,103,413,458,181,108,169,0,203,255,52,96,97,2.0,394.0,20296.0
421010013002,1009,21,62,0,116,101,49,517,356,14,160,182,33,209,147,42,94,84,0.0,0.0,12385.0
421010013003,689,0,72,17,17,171,160,152,225,86,70,69,43,108,117,70,94,63,0.0,0.0,19155.0
421010013004,749,13,216,17,37,79,57,387,364,102,93,169,0,196,168,28,92,85,0.0,0.0,11714.0
421010013005,2889,83,414,23,215,348,279,1329,1220,249,329,642,68,416,804,159,82,79,0.0,0.0,58020.0
421010014001,1541,107,333,0,105,145,183,625,762,207,210,345,36,352,410,67,96,98,0.0,0.0,30492.0
421010014002,570,0,150,0,23,78,0,402,327,45,108,174,30,165,162,35,96,93,1.0,355.0,12723.0
421010014003,1825,116,581,43,63,184,191,734,957,413,300,244,52,549,408,137,97,100,0.0,0.0,42940.0
421010015001,931,69,256,9,68,108,44,513,480,62,224,194,16,248,232,93,98,99,1.0,355.0,23654.0
421010015002,1937,114,493,40,67,168,138,830,961,312,381,268,49,518,443,137,99,100,0.0,0.0,63320.0
421010016001,854,60,239,7,27,62,34,554,488,99,264,125,41,311,177,161,99,69,1.0,209.0,39734.0
421010016002,1319,84,281,22,91,136,31,579,608,91,238,279,22,239,369,68,97,64,0.0,0.0,17932.0
421010017001,1300,98,276,22,122,39,68,775,630,76,248,306,34,263,367,61,92,63,0.0,0.0,51512.0
421010017002,1648,142,222,8,145,157,123,830,763,126,264,373,12,361,402,51,98,68,0.0,0.0,24715.0
421010018001,1029,38,206,19,81,6,119,497,489,94,197,198,24,206,283,24,99,74,0.0,0.0,15520.0
421010018002,2234,56,416,85,80,129,301,954,979,210,327,442,40,524,455,141,98,80,0.0,0.0,55490.0
421010019001,978,27,127,34,47,90,170,416,419,83,140,196,9,182,237,55,96,77,0.0,0.0,18385.0
421010019002,1444,57,282,56,70,169,93,645,667,140,342,185,62,307,360,129,94,74,0.0,0.0,42261.0
421010019003,737,0,106,42,9,78,47,332,294,85,89,120,72,170,124,102,96,80,3.0,2119.0,46597.0
421010020001,1313,31,218,62,53,148,240,278,554,249,231,74,100,230,324,151,87,63,0.0,0.0,52290.0
421010020002,726,0,145,40,6,106,192,97,286,174,89,23,86,136,150,110,81,61,0.0,0.0,15131.0
421010021001,644,26,139,17,9,45,171,87,276,135,76,65,20,133,143,108,93,72,0.0,0.0,33973.0
421010021002,1650,92,218,55,25,118,353,401,587,223,223,141,110,185,402,313,93,76,0.0,0.0,28908.0
421010022001,733,9,179,33,11,65,98,286,360,71,120,169,47,221,139,81,96,81,1.0,439.0,30283.0
421010022002,602,20,106,37,19,14,47,144,270,167,57,46,0,147,123,100,95,81,1.0,513.0,17443.0
421010022003,974,9,204,67,16,78,163,281,406,210,85,111,78,226,180,134,94,79,0.0,0.0,21822.0
421010023001,1182,42,133,0,70,71,258,414,428,107,223,98,54,226,202,53,98,81,0.0,0.0,30010.0
421010023002,1654,0,396,37,35,136,181,603,818,342,297,179,102,334,484,126,98,80,0.0,0.0,50000.0
421010024001,634,25,147,20,30,34,50,333,324,120,130,74,40,223,101,31,99,74,0.0,0.0,14842.0
421010024002,1789,53,80,58,180,173,65,666,487,92,209,186,95,193,294,65,98,74,1.0,52.0,36095.0
421010024003,1143,34,245,42,27,98,137,544,520,169,170,181,40,238,282,114,99,79,0.0,0.0,45488.0
421010024004,777,0,71,0,55,48,161,80,310,168,103,39,0,166,144,51,98,77,0.0,0.0,58517.0
421010024005,976,40,180,38,0,49,301,272,408,163,151,94,107,275,133,158,98,81,1.0,602.0,73000.0
421010025001,1342,27,266,56,79,75,160,402,626,296,144,186,136,323,303,63,95,64,0.0,0.0,33782.0
421010025002,1033,7,122,14,72,52,180,348,436,49,222,165,44,149,287,51,92,62,0.0,0.0,51462.0
421010025003,497,0,105,31,28,78,54,307,238,85,47,106,39,41,197,22,94,68,0.0,0.0,11290.0
421010025004,1042,40,108,50,73,163,217,303,375,174,132,69,14,243,132,105,95,70,0.0,0.0,60041.0
421010027011,1205,9,129,72,94,65,185,185,382,217,100,65,46,220,162,49,93,68,0.0,0.0,19146.0
421010027012,1049,0,174,45,60,78,242,153,421,217,155,49,110,242,179,83,93,66,0.0,0.0,18360.0
421010027013,1923,14,183,72,60,257,451,519,597,208,264,125,145,338,259,70,92,66,0.0,0.0,19126.0
421010027021,1374,26,186,48,39,102,318,400,544,168,190,186,110,191,353,107,93,61,0.0,0.0,26691.0
421010027022,895,40,180,38,37,54,177,192,393,107,190,96,28,97,296,44,93,65,0.0,0.0,17922.0
421010027023,1095,39,185,0,87,56,342,259,429,133,213,83,43,132,297,40,92,65,1.0,241.0,15375.0
421010027024,909,17,141,35,61,18,341,181,398,114,194,90,24,100,298,56,93,66,0.0,0.0,15655.0
421010028011,1606,27,209,0,167,72,304,247,561,264,270,27,80,330,231,72,94,73,0.0,0.0,25734.0
421010028012,1464,0,186,59,76,141,563,174,475,277,137,61,78,211,264,88,94,73,0.0,0.0,22294.0
421010028013,1747,21,104,50,97,68,349,353,568,161,305,102,38,202,366,57,95,72,0.0,0.0,20996.0
421010028021,1388,5,101,38,74,217,146,364,354,116,174,64,100,93,261,57,96,77,0.0,0.0,13752.0
421010028022,1149,41,153,53,65,103,184,316,501,252,140,109,0,226,275,55,98,79,0.0,0.0,24805.0
421010028023,1365,0,77,0,126,113,248,458,497,178,196,123,14,196,301,41,97,77,0.0,0.0,19028.0
421010028024,986,0,185,0,25,93,326,364,467,204,186,77,9,196,271,59,97,78,0.0,0.0,21684.0
421010028025,1015,62,176,12,46,51,286,280,428,190,121,117,46,167,261,68,97,76,0.0,0.0,23969.0
421010029001,1374,0,198,66,75,36,373,295,558,232,145,181,45,253,305,76,98,79,2.0,2009.0,53300.0
421010029002,912,53,124,0,52,24,380,216,422,69,194,159,14,161,261,63,97,80,3.0,2551.0,32944.0
421010029003,1881,48,320,57,103,100,172,851,798,303,287,208,91,312,486,188,97,80,0.0,0.0,54899.0
421010030011,728,0,99,53,19,105,47,98,239,108,108,23,51,71,168,37,97,80,2.0,1794.0,17141.0
421010030012,971,34,141,11,6,138,135,236,413,156,174,83,27,191,222,58,97,79,1.0,246.0,22143.0
421010030013,1040,0,104,43,93,76,263,195,365,201,110,54,49,161,204,36,95,78,0.0,0.0,17207.0
421010030014,889,0,61,35,45,54,273,93,271,151,92,28,18,111,160,38,94,77,0.0,0.0,15818.0
421010030015,803,7,61,60,0,16,158,148,251,125,111,15,27,132,119,47,93,79,0.0,0.0,15918.0
421010030021,782,94,88,43,19,37,183,162,300,147,45,108,0,110,190,89,96,80,0.0,0.0,18830.0
421010030022,1069,28,169,30,44,215,308,172,390,273,73,44,51,180,210,74,94,80,0.0,0.0,11606.0
421010030023,564,3,77,23,0,186,112,87,230,128,69,33,57,151,79,97,91,78,0.0,0.0,13334.0
421010030024,573,0,136,16,41,28,104,88,265,165,40,60,0,66,199,73,93,80,0.0,0.0,21574.0
421010031001,843,9,206,118,11,59,113,126,358,232,93,33,71,254,104,168,91,75,0.0,0.0,19912.0
421010031002,353,0,105,10,7,5,129,52,179,148,31,0,49,76,103,46,91,77,0.0,0.0,9835.0
421010031003,563,13,100,35,13,108,129,136,232,168,44,20,51,105,127,52,89,75,0.0,0.0,11563.0
421010031004,893,9,151,67,4,61,167,54,377,270,95,12,88,156,221,77,88,71,0.0,0.0,14158.0
421010031005,986,0,203,89,8,58,345,127,455,320,89,46,44,231,224,102,89,73,0.0,0.0,14270.0
421010031006,426,7,136,19,36,22,73,60,227,136,83,8,19,76,151,122,90,71,0.0,0.0,14313.0
421010032001,974,0,87,72,0,162,306,85,310,191,100,19,134,164,146,90,87,65,0.0,0.0,12495.0
421010032002,503,0,98,19,8,13,180,50,193,140,35,18,0,68,125,62,88,66,0.0,0.0,9714.0
421010032003,1082,0,80,103,8,82,316,43,350,184,159,7,172,174,176,82,88,66,0.0,0.0,18258.0
421010032004,868,0,179,72,21,0,311,37,349,270,72,7,82,149,200,133,83,61,0.0,0.0,18165.0
421010032005,316,7,73,7,4,18,118,46,139,63,43,33,9,33,106,83,84,61,0.0,0.0,13686.0
421010032006,888,10,45,92,53,19,114,60,218,139,79,0,68,151,67,151,80,58,0.0,0.0,12982.0
421010033001,2070,57,272,286,0,152,350,107,773,425,348,0,213,410,363,203,78,57,0.0,0.0,21346.0
421010033002,766,0,188,0,19,0,287,52,378,250,117,11,45,140,238,278,61,61,1.0,416.0,136289.0
421010033003,686,0,16,88,22,17,197,43,212,137,51,24,12,83,129,80,80,59,0.0,0.0,9994.0
421010033004,209,15,63,0,0,34,15,0,97,97,0,0,90,97,0,51,76,60,0.0,0.0,13103.0
421010033005,979,33,315,0,0,33,460,50,529,294,170,65,87,321,208,105,75,58,0.0,0.0,16826.0
421010033006,1260,0,99,71,0,97,442,61,411,256,116,39,229,169,242,93,74,59,0.0,0.0,13143.0
421010036001,1952,0,310,30,138,164,365,179,752,449,167,136,36,252,500,166,79,60,0.0,0.0,30365.0
421010036002,1301,0,117,143,21,39,229,107,434,303,131,0,108,293,141,80,67,55,0.0,0.0,21815.0
421010036003,2828,18,546,318,79,150,722,222,1088,903,128,57,409,910,178,307,78,61,0.0,0.0,101557.0
421010036004,1298,0,186,175,20,140,392,17,480,402,61,17,0,394,86,160,70,55,0.0,0.0,16971.0
421010037011,831,9,199,53,0,66,296,93,348,278,59,11,20,149,199,68,91,75,0.0,0.0,17688.0
421010037012,993,19,147,20,39,75,194,57,364,270,94,0,103,121,243,51,95,77,0.0,0.0,17689.0
421010037013,2760,0,140,260,79,373,743,128,718,436,144,138,378,324,394,164,92,70,0.0,0.0,25652.0
421010037014,950,0,93,84,13,172,152,13,304,203,72,29,15,180,124,71,87,65,0.0,0.0,20155.0
421010037015,721,0,158,22,51,201,131,101,321,200,55,66,91,60,261,75,90,69,0.0,0.0,15352.0
421010037021,1846,1,191,62,185,166,355,245,549,330,183,36,140,103,446,88,95,74,0.0,0.0,35269.0
421010037022,1185,8,217,83,46,91,301,105,495,333,134,28,75,189,306,83,94,70,0.0,0.0,23295.0
421010037023,967,13,148,123,29,60,163,16,359,241,104,14,157,253,106,124,90,66,0.0,0.0,20115.0
421010038001,1316,7,126,57,108,81,450,159,438,126,170,142,18,18,420,32,95,76,0.0,0.0,14854.0
421010038002,775,10,177,18,23,11,311,163,388,222,108,58,9,147,241,347,90,67,7.0,2141.0,107069.0
421010038003,941,0,96,45,91,23,295,74,320,138,138,44,86,51,269,63,95,76,0.0,0.0,18424.0
421010038004,871,0,138,0,55,64,251,177,380,115,141,124,50,49,331,21,94,73,0.0,0.0,25740.0
421010039011,1607,17,285,44,98,102,391,357,757,561,170,26,60,382,375,174,97,80,0.0,0.0,45698.0
421010039012,1568,238,217,55,6,176,310,482,581,244,152,185,58,253,328,70,95,80,0.0,0.0,19868.0
421010039013,1686,54,284,47,118,25,560,305,752,367,192,193,29,199,553,82,95,78,0.0,0.0,20204.0
421010039014,1373,17,174,58,108,72,210,197,493,279,157,57,42,248,245,90,96,79,1.0,48.0,33065.0
421010039021,1589,93,199,25,132,102,411,224,660,236,355,69,72,325,335,52,94,80,0.0,0.0,20649.0
421010039022,953,0,74,0,99,53,282,268,343,95,127,121,17,25,318,47,91,79,1.0,228.0,36207.0
421010039023,1020,0,211,24,69,31,317,193,456,196,169,91,41,12,444,44,82,77,2.0,689.0,25875.0
421010039024,2332,226,251,161,118,43,1078,293,784,171,417,196,147,58,726,76,90,78,0.0,0.0,30006.0
421010040011,1375,9,300,31,17,75,342,228,638,273,286,79,144,196,442,76,96,79,0.0,0.0,21946.0
421010040012,917,2,163,42,32,70,275,216,434,210,130,94,8,134,300,55,97,80,0.0,0.0,20210.0
421010040013,808,0,134,75,19,21,212,162,374,197,137,40,21,90,284,117,97,81,2.0,1965.0,41297.0
421010040014,935,0,161,10,64,76,65,325,425,150,123,152,25,179,246,109,98,80,2.0,1225.0,33273.0
421010040021,711,0,219,19,60,26,301,99,391,208,132,51,43,45,346,62,94,79,0.0,0.0,17844.0
421010040022,2235,0,161,143,99,103,690,146,668,264,296,108,198,126,542,64,93,79,0.0,0.0,27211.0
421010040023,986,0,249,0,49,0,240,297,540,165,264,111,52,118,422,71,93,80,0.0,0.0,48452.0
421010040024,1060,18,214,18,59,15,395,158,498,175,246,77,22,69,429,57,96,81,0.0,0.0,40917.0
421010041011,1404,0,145,71,20,14,270,15,427,295,132,0,216,260,167,150,94,66,0.0,0.0,30695.0
421010041012,1761,21,91,159,137,41,413,32,439,318,118,3,95,239,200,196,94,73,0.0,0.0,42405.0
421010041013,1586,37,118,122,67,36,320,212,527,272,217,38,183,184,343,195,95,77,0.0,0.0,25590.0
421010041014,1659,0,270,146,0,5,485,240,686,380,237,69,88,295,391,129,94,77,2.0,479.0,30577.0
421010041021,2574,123,83,169,53,105,378,151,595,299,296,0,95,432,163,168,89,72,1.0,638.0,31454.0
421010041022,4115,0,168,286,330,323,926,278,985,498,358,129,185,429,556,154,91,72,0.0,0.0,45133.0
421010041023,1259,0,223,70,90,9,409,112,487,245,228,14,81,152,335,67,88,77,0.0,0.0,21936.0
421010041024,1537,12,223,38,107,92,332,334,585,315,257,13,81,168,417,81,93,77,0.0,0.0,19568.0
421010042011,462,0,119,28,7,6,145,14,252,124,116,12,30,25,227,44,92,65,0.0,0.0,45289.0
421010042012,1839,0,289,63,98,76,543,320,702,412,167,123,213,208,494,120,93,65,0.0,0.0,31891.0
421010042013,852,0,117,0,76,23,363,57,304,68,136,100,23,55,249,32,90,64,0.0,0.0,43784.0
421010042014,2201,11,262,84,159,103,366,404,797,375,312,110,227,261,536,140,93,66,0.0,0.0,28061.0
421010042021,1109,10,189,33,81,0,328,48,428,127,187,114,30,70,358,42,89,61,0.0,0.0,66762.0
421010042022,1869,0,76,70,131,58,664,68,468,228,233,7,152,152,316,97,92,63,1.0,438.0,69746.0
421010042023,1220,24,120,58,61,36,454,119,381,192,133,56,93,90,291,43,91,63,0.0,0.0,15019.0
421010042024,1630,1,166,20,172,37,653,206,549,226,273,50,116,144,405,58,91,65,0.0,0.0,16803.0
421010054001,1410,15,338,29,105,59,235,270,651,278,278,95,76,449,202,89,19,49,0.0,0.0,42534.0
421010055001,1945,0,201,130,73,133,485,270,634,329,271,34,24,156,478,136,58,71,0.0,0.0,36899.0
421010055002,1127,46,142,61,43,60,148,296,431,276,140,15,130,98,333,48,72,69,0.0,0.0,14018.0
421010055003,3460,0,496,256,108,271,852,404,1397,544,620,233,190,643,754,96,57,58,0.0,0.0,26938.0
421010056001,1032,0,228,187,12,36,264,104,509,337,142,30,116,414,95,165,50,60,0.0,0.0,36193.0
421010060001,2053,15,447,75,118,198,761,210,901,518,264,119,91,198,703,123,65,68,6.0,2109.0,50985.0
421010060002,1379,0,429,55,47,174,295,294,687,253,327,107,63,188,499,57,59,65,0.0,0.0,20702.0
421010060003,741,0,106,128,5,28,185,5,248,201,47,0,133,199,49,43,85,70,0.0,0.0,13211.0
421010060004,1179,0,134,159,20,45,197,0,372,210,142,20,72,111,261,118,86,72,0.0,0.0,36228.0
421010060005,785,0,51,34,64,0,270,18,279,196,83,0,31,124,155,59,87,72,0.0,0.0,15655.0
421010061001,1924,0,295,35,179,113,496,236,746,342,334,70,106,139,607,153,71,66,0.0,0.0,36519.0
421010061002,1392,7,102,152,86,139,387,105,394,312,49,33,70,183,211,60,81,67,0.0,0.0,10889.0
421010062001,1236,0,99,96,120,292,125,65,348,233,79,36,68,131,217,144,88,72,0.0,0.0,17800.0
421010062002,1319,0,101,124,62,119,214,138,326,129,170,27,62,151,175,97,87,72,0.0,0.0,13008.0
421010062003,1004,0,94,93,66,34,216,99,316,171,127,18,74,163,153,93,86,70,0.0,0.0,11516.0
421010062004,1627,0,147,107,80,149,386,30,442,304,85,53,32,202,240,239,85,74,0.0,0.0,65919.0
421010063001,301,0,119,15,0,38,50,47,182,169,0,13,18,182,0,150,90,74,0.0,0.0,17685.0
421010063002,1011,0,95,81,42,16,207,92,273,170,87,16,138,147,126,175,91,75,0.0,0.0,18125.0
421010063003,1071,0,113,112,41,74,179,56,318,213,81,24,93,202,116,146,89,75,0.0,0.0,18485.0
421010063004,1881,0,230,206,29,106,491,48,550,323,180,47,284,317,233,294,84,74,0.0,0.0,46383.0
421010064001,911,0,169,98,0,52,225,128,378,310,33,35,55,220,158,154,84,71,0.0,0.0,22980.0
421010064002,957,29,176,52,65,27,274,63,383,216,157,10,45,54,329,61,73,69,0.0,0.0,16781.0
421010064003,1814,0,171,140,69,104,360,98,554,287,232,35,133,195,359,247,74,74,0.0,0.0,47418.0
421010065001,310,0,80,0,0,17,161,46,151,125,20,6,11,58,93,135,82,73,0.0,0.0,12940.0
421010065002,563,0,89,9,15,51,188,0,207,116,82,9,23,77,130,89,36,68,0.0,0.0,22462.0
421010065003,994,0,184,98,22,95,176,76,347,225,54,68,56,259,88,90,79,72,0.0,0.0,19954.0
421010065004,946,24,151,108,49,44,255,52,334,182,137,15,154,155,179,68,64,71,0.0,0.0,14776.0
421010065005,469,0,174,9,14,32,182,43,262,191,71,0,42,114,148,76,69,66,0.0,0.0,14563.0
421010065006,925,0,279,49,0,10,323,32,431,309,69,53,88,167,264,144,47,68,0.0,0.0,39225.0
421010066001,863,2,318,68,20,15,291,60,453,341,84,28,30,331,122,254,82,74,1.0,657.0,37670.0
421010066002,372,0,93,37,0,0,68,0,176,158,18,0,54,95,81,94,84,73,0.0,0.0,11391.0
421010066003,795,22,195,73,14,20,289,0,355,301,54,0,37,206,149,176,87,72,0.0,0.0,27675.0
421010066004,1338,0,100,121,66,84,207,48,339,239,100,0,73,181,158,319,89,73,2.0,520.0,37101.0
421010067001,1042,0,213,45,28,259,119,104,371,252,102,17,4,188,183,72,62,66,0.0,0.0,21037.0
421010067002,575,0,61,12,46,19,103,71,161,46,63,52,0,42,119,58,76,65,0.0,0.0,18690.0
421010067003,843,5,58,50,26,0,171,39,212,52,160,0,69,52,160,107,86,70,0.0,0.0,17677.0
421010067004,594,0,206,29,26,0,264,0,343,296,47,0,95,253,90,95,88,73,0.0,0.0,17787.0
421010067005,1536,0,225,190,73,89,323,125,574,328,227,19,236,292,282,157,86,72,0.0,0.0,25759.0
421010067006,715,0,69,38,58,36,270,47,258,121,137,0,103,145,113,88,76,69,0.0,0.0,18499.0
421010067007,1207,0,367,51,28,86,363,31,613,406,207,0,127,322,291,134,80,71,0.0,0.0,30400.0
421010069001,1215,0,137,218,0,52,212,16,422,403,19,0,188,414,8,86,49,73,0.0,0.0,12227.0
421010069002,637,0,191,34,11,15,200,0,344,290,43,11,60,120,224,74,68,76,0.0,0.0,16916.0
421010069003,690,0,61,47,34,0,201,49,209,154,41,14,44,149,60,71,69,78,0.0,0.0,21204.0
421010070001,791,0,73,78,0,100,164,28,261,126,122,13,40,147,114,99,88,80,0.0,0.0,20391.0
421010070002,591,0,204,32,7,11,141,71,320,260,54,6,102,127,193,79,87,79,0.0,0.0,13076.0
421010070003,834,0,253,51,12,34,298,36,411,327,84,0,111,154,257,132,81,78,0.0,0.0,27937.0
421010070004,428,0,109,29,5,10,214,26,192,43,149,0,100,44,148,69,85,78,0.0,0.0,11398.0
421010070005,886,0,138,148,6,12,244,9,350,311,39,0,69,184,166,162,85,80,0.0,0.0,19023.0
421010071011,904,0,37,93,17,66,213,25,241,171,58,12,32,114,127,103,81,74,0.0,0.0,17729.0
421010071012,912,10,201,52,33,77,287,34,399,256,143,0,86,233,166,124,85,77,0.0,0.0,16127.0
421010071013,730,0,119,44,15,18,165,20,244,214,26,4,54,139,105,173,87,78,0.0,0.0,18666.0
421010071021,908,0,292,84,0,21,339,43,447,320,114,13,14,231,216,82,87,79,0.0,0.0,14690.0
421010071022,1457,14,112,63,34,165,365,32,418,185,188,45,61,181,237,101,74,73,0.0,0.0,16915.0
421010071023,834,0,280,52,0,18,263,102,401,297,104,0,62,166,235,118,85,76,0.0,0.0,63609.0
421010071024,668,0,151,55,8,9,170,32,285,223,62,0,75,101,184,69,84,77,0.0,0.0,11898.0
421010071025,743,0,179,40,25,76,183,71,278,164,90,24,98,67,211,112,82,73,0.0,0.0,11987.0
421010072001,835,0,114,13,55,41,214,86,302,183,86,33,115,85,217,95,83,71,0.0,0.0,17175.0
421010072002,599,0,121,46,5,38,159,10,253,194,59,0,53,126,127,54,85,74,0.0,0.0,26927.0
421010072003,660,0,73,39,7,8,71,50,223,145,58,20,65,64,159,48,85,74,0.0,0.0,6668.0
421010072004,1163,25,120,139,3,10,282,35,336,182,107,47,42,100,236,64,84,76,0.0,0.0,68236.0
421010072005,762,0,78,45,16,28,260,44,256,97,159,0,55,83,173,70,76,73,0.0,0.0,12361.0
421010072006,1027,0,187,113,33,38,185,120,400,303,87,10,197,251,149,149,80,69,1.0,657.0,34691.0
421010073001,753,7,170,92,0,28,200,80,359,267,73,19,96,229,130,66,90,81,0.0,0.0,16177.0
421010073002,749,0,162,55,8,37,223,21,298,210,88,0,47,152,146,72,89,80,0.0,0.0,14206.0
421010073003,346,11,74,13,0,13,113,10,149,57,75,17,44,53,96,41,90,81,0.0,0.0,12714.0
421010073004,681,21,185,44,13,22,189,60,352,205,108,39,57,144,208,116,90,78,0.0,0.0,31083.0
421010074001,857,8,102,35,0,225,157,133,267,159,75,33,69,109,158,44,87,84,0.0,0.0,15396.0
421010074002,682,7,176,50,20,33,125,110,346,261,61,24,70,269,77,88,83,83,0.0,0.0,45810.0
421010074003,929,19,68,78,15,16,259,100,238,87,123,28,39,62,176,75,80,82,0.0,0.0,22230.0
421010074004,1561,28,307,176,0,26,332,17,629,517,112,0,73,383,246,159,89,82,0.0,0.0,30903.0
421010074005,348,0,234,17,0,77,68,8,259,223,8,28,10,134,125,99,83,81,1.0,318.0,20868.0
421010077001,1298,25,274,10,37,695,68,299,509,353,105,51,32,462,47,66,91,87,0.0,0.0,37028.0
421010077002,804,19,64,0,8,504,105,65,169,61,93,15,55,104,65,35,88,85,0.0,0.0,24709.0
421010078001,866,19,107,5,24,152,155,287,353,184,130,39,0,258,95,55,90,84,0.0,0.0,20580.0
421010078002,513,42,172,18,17,102,51,228,309,159,83,67,51,220,89,43,91,83,0.0,0.0,20136.0
421010078003,896,0,65,18,92,130,74,441,279,76,138,65,20,149,130,50,92,81,0.0,0.0,14060.0
421010078004,701,15,197,0,38,20,71,401,355,208,117,30,81,280,75,50,93,82,0.0,0.0,18571.0
421010078005,1300,10,390,18,68,283,34,650,713,421,207,85,58,632,81,76,94,84,0.0,0.0,25520.0
421010079001,749,16,230,23,27,79,49,367,422,78,218,126,44,230,192,50,92,82,0.0,0.0,11934.0
421010079002,1333,81,306,16,170,65,255,572,628,274,147,207,18,410,218,56,94,82,0.0,0.0,20156.0
421010079003,1422,16,215,123,56,141,260,474,531,230,240,61,107,361,170,91,92,79,0.0,0.0,20136.0
421010079004,939,0,168,23,0,195,55,482,419,163,118,138,42,193,226,55,91,78,0.0,0.0,13550.0
421010080001,901,0,213,46,27,77,96,222,380,214,126,40,61,302,78,87,91,78,0.0,0.0,17178.0
421010080002,1098,22,96,27,39,47,218,360,372,165,123,84,133,167,205,76,92,77,0.0,0.0,21718.0
421010080003,783,15,107,27,15,56,209,170,268,136,94,38,72,67,201,88,90,74,0.0,0.0,19579.0
421010080004,1107,0,107,101,17,82,436,71,359,200,111,48,199,107,252,192,88,76,0.0,0.0,28098.0
421010081011,1022,0,124,45,0,236,199,106,331,231,100,0,40,188,143,123,82,71,0.0,0.0,19282.0
421010081012,671,0,198,17,18,28,279,78,334,254,70,10,113,129,205,112,81,68,0.0,0.0,23445.0
421010081013,650,0,112,28,23,0,219,8,218,140,78,0,79,137,81,101,82,68,0.0,0.0,13764.0
421010081021,898,0,105,63,19,153,170,81,265,203,55,7,117,96,169,69,84,68,0.0,0.0,14771.0
421010081022,784,0,189,41,9,67,178,83,327,226,92,9,56,93,234,67,83,73,0.0,0.0,13490.0
421010081023,746,0,213,34,11,60,229,96,349,225,124,0,81,97,252,74,83,73,0.0,0.0,13758.0
421010081024,2330,0,199,176,128,88,809,157,672,411,207,54,151,257,415,113,87,71,0.0,0.0,21308.0
421010081025,739,10,93,28,17,34,233,11,246,139,107,0,9,117,129,192,87,75,0.0,0.0,14121.0
421010082001,423,0,208,19,0,19,166,0,266,225,41,0,54,40,226,150,83,65,0.0,0.0,17764.0
421010082002,1466,97,59,138,33,53,504,140,405,152,198,55,166,141,264,86,82,66,0.0,0.0,12861.0
421010082003,1161,0,192,58,20,29,300,125,482,356,81,45,345,136,346,110,79,66,0.0,0.0,23629.0
421010082004,527,24,112,42,25,83,92,159,218,57,110,51,13,32,186,75,73,66,0.0,0.0,16030.0
421010082005,552,0,115,62,16,0,118,22,241,167,74,0,62,72,169,135,36,64,0.0,0.0,24711.0
421010082006,1212,118,138,64,0,0,274,53,434,288,139,7,176,106,328,87,73,66,0.0,0.0,18018.0
421010082007,1072,0,186,0,43,33,529,40,410,159,224,27,95,177,233,59,78,64,0.0,0.0,11303.0
421010083011,1489,0,186,211,9,18,475,68,506,341,104,61,168,295,211,184,88,79,0.0,0.0,61543.0
421010083012,1882,0,311,84,23,87,636,182,636,408,218,10,172,311,325,121,86,78,0.0,0.0,33801.0
