,Total Population,Pop. that Works from Home,Single Occupant Households,Single Parent Households,Married Parent Households,Undergrads and Grads,Diploma/GED attained,Degree attained,Households in Poverty,Below 40k Earners,40k-100k Earners,Above 100k Earners,Unemployed,Renter Occupied Households,Owner Occupied Households,Crime Counts,walk_score,transit_score,Fast Food Count,Fast Food Consumers,raw_visit_count
421010163002,901,27,76,67,62,37,152,7,253,234,19,0,108,94,159,131,91,74,1.0,615.0,36067.0
421010163003,523,0,71,13,22,55,72,18,193,168,25,0,10,121,72,71,93,71,0.0,0.0,15029.0
421010163004,1113,41,97,88,35,21,132,45,357,293,54,10,11,221,136,172,92,71,0.0,0.0,37342.0
421010164001,1015,0,82,97,7,46,318,46,337,223,114,0,107,239,98,132,91,79,0.0,0.0,29487.0
421010164002,593,0,117,73,0,13,143,5,219,203,16,0,42,154,65,64,87,82,0.0,0.0,9342.0
421010164003,1537,30,211,75,39,57,203,40,525,431,94,0,9,351,174,151,91,82,0.0,0.0,26413.0
421010164004,1193,0,155,125,26,21,248,0,387,332,45,10,83,325,62,123,88,83,0.0,0.0,21869.0
421010165001,258,0,94,37,0,0,101,64,133,131,0,2,18,120,13,95,88,84,0.0,0.0,10952.0
421010165002,676,1,132,75,14,17,188,12,284,218,49,17,61,173,111,71,89,85,0.0,0.0,15923.0
421010165003,1753,49,170,249,49,26,371,0,533,461,72,0,139,406,127,234,85,86,0.0,0.0,38812.0
421010166001,1162,0,230,62,7,205,317,41,465,341,111,13,107,321,144,246,89,85,0.0,0.0,64688.0
421010166002,465,0,90,5,0,119,131,15,142,106,36,0,39,132,10,121,91,87,0.0,0.0,37468.0
421010167011,872,0,184,68,0,37,280,70,361,304,41,16,92,236,125,205,81,79,0.0,0.0,20139.0
421010167012,576,0,107,43,30,80,156,33,236,151,85,0,146,87,149,127,80,78,0.0,0.0,20915.0
421010167013,1423,0,156,121,29,47,646,8,490,285,164,41,102,173,317,219,83,81,0.0,0.0,15436.0
421010167021,618,22,46,79,0,5,210,15,180,112,68,0,28,62,118,101,87,82,0.0,0.0,11673.0
421010167022,858,0,250,59,37,33,297,0,408,295,113,0,19,244,164,127,83,81,0.0,0.0,20337.0
421010167023,521,0,72,20,18,0,181,7,204,120,84,0,45,94,110,335,88,83,0.0,0.0,39299.0
421010167024,799,0,211,52,0,125,202,9,353,306,47,0,61,256,97,386,89,84,0.0,0.0,21170.0
421010168001,983,22,122,63,37,71,303,32,345,187,126,32,78,149,196,104,81,67,0.0,0.0,25512.0
421010168002,482,0,127,53,0,16,145,28,258,176,75,7,23,148,110,49,84,68,0.0,0.0,6629.0
421010168003,650,0,111,79,4,8,208,0,259,233,26,0,33,167,92,91,78,76,0.0,0.0,10987.0
421010168004,432,7,89,38,7,43,101,42,170,163,7,0,34,108,62,62,78,74,0.0,0.0,11142.0
421010168005,353,2,84,25,8,39,75,13,167,112,37,18,21,35,132,58,86,68,0.0,0.0,27375.0
421010168006,705,0,192,69,12,50,243,41,336,280,50,6,29,141,195,162,81,73,0.0,0.0,28639.0
421010169011,1083,0,163,62,54,21,214,60,357,178,146,33,120,117,240,156,88,61,0.0,0.0,20521.0
421010169012,896,0,175,100,22,8,265,17,360,262,98,0,74,201,159,122,85,62,0.0,0.0,17059.0
421010169013,1451,0,189,21,74,96,504,82,492,322,170,0,154,217,275,260,81,61,1.0,409.0,33606.0
421010169021,1347,0,242,141,28,128,393,35,504,385,119,0,31,269,235,178,76,64,0.0,0.0,23845.0
421010169022,1234,0,123,163,49,30,302,92,367,277,75,15,93,207,160,171,80,61,0.0,0.0,28023.0
421010169023,1418,12,255,154,0,21,463,63,585,422,89,74,29,346,239,263,80,61,0.0,0.0,31916.0
421010169024,1798,0,152,208,16,123,270,31,502,418,84,0,94,384,118,153,73,63,0.0,0.0,23765.0
421010170001,1447,22,311,27,24,234,290,388,706,240,332,134,0,493,213,124,48,65,0.0,0.0,63919.0
421010170002,765,0,124,118,10,25,135,38,321,279,42,0,69,321,0,288,73,67,2.0,938.0,79138.0
421010170003,902,4,135,8,36,44,327,42,296,193,82,21,61,108,188,81,68,65,1.0,492.0,35576.0
421010171001,708,0,99,83,0,37,98,16,277,183,94,0,31,123,154,84,83,69,0.0,0.0,13221.0
421010171002,1159,0,122,86,78,119,241,35,389,218,133,38,29,83,306,142,86,71,0.0,0.0,13056.0
421010171003,1495,21,230,159,0,69,516,106,578,291,236,51,53,99,479,278,78,70,0.0,0.0,52580.0
421010171004,635,0,115,94,0,36,113,37,253,200,42,11,64,106,147,179,64,66,0.0,0.0,37813.0
421010172011,1145,19,158,63,25,108,344,56,410,192,196,22,13,156,254,195,90,74,0.0,0.0,20152.0
421010172012,1007,0,173,79,41,0,240,43,379,295,76,8,84,178,201,229,90,71,0.0,0.0,38370.0
421010172013,1042,23,185,92,62,28,239,103,399,312,18,69,43,164,235,184,80,74,0.0,0.0,23014.0
421010172021,1198,0,248,117,8,31,486,21,539,367,172,0,36,186,353,147,87,70,0.0,0.0,15916.0
421010172022,590,32,186,8,9,54,178,81,317,287,30,0,84,131,186,180,86,68,0.0,0.0,15001.0
421010172023,443,0,147,41,9,6,186,19,259,239,20,0,0,83,176,96,86,66,0.0,0.0,17462.0
421010172024,760,0,193,47,24,27,213,8,354,266,80,8,24,144,210,134,88,68,0.0,0.0,15634.0
421010173001,921,32,234,78,0,32,260,11,410,384,20,6,25,178,232,172,86,77,0.0,0.0,15308.0
421010173002,1686,0,261,108,9,35,521,162,659,477,110,72,60,314,345,803,79,80,1.0,216.0,118479.0
421010174001,963,31,106,108,6,13,333,31,345,312,30,3,93,246,99,182,91,81,0.0,0.0,33474.0
421010174002,1241,11,195,68,24,89,430,33,453,319,127,7,112,146,307,292,85,82,0.0,0.0,58345.0
421010175001,2190,54,261,195,66,52,288,15,702,567,135,0,250,385,317,128,89,79,0.0,0.0,24341.0
421010175002,568,0,101,29,0,26,148,0,227,226,1,0,26,104,123,184,91,70,0.0,0.0,26792.0
421010175003,1098,0,27,102,12,0,308,15,290,243,32,15,239,148,142,177,93,80,1.0,101.0,60239.0
421010175004,703,0,30,64,0,50,90,0,151,129,0,22,8,90,61,75,93,78,0.0,0.0,17042.0
421010175005,1270,0,99,130,14,1,175,31,363,265,63,35,128,170,193,123,89,75,0.0,0.0,23831.0
421010175006,1021,0,215,56,0,0,266,16,489,395,94,0,59,343,146,182,89,74,0.0,0.0,40016.0
421010176011,719,0,62,82,37,7,137,0,234,176,58,0,108,110,124,73,87,65,0.0,0.0,15813.0
421010176012,873,0,109,36,60,13,178,68,304,242,35,27,62,186,118,219,92,73,0.0,0.0,21858.0
421010176013,1059,0,196,75,30,23,192,14,475,390,85,0,0,207,268,427,93,71,0.0,0.0,42224.0
421010176014,2288,0,117,278,34,26,365,0,595,517,78,0,41,287,308,434,90,68,0.0,0.0,29692.0
421010176015,789,0,101,90,0,0,301,0,257,215,42,0,36,129,128,99,92,70,0.0,0.0,24586.0
421010176021,1536,0,178,194,26,26,223,42,521,434,75,12,175,363,158,639,91,68,0.0,0.0,31741.0
421010176022,948,0,62,142,11,0,193,0,265,265,0,0,53,186,79,518,89,70,0.0,0.0,13864.0
421010176023,1783,45,136,226,59,79,202,26,521,355,166,0,80,211,310,233,89,65,0.0,0.0,40765.0
421010177011,1167,0,79,132,41,11,62,20,311,282,29,0,188,148,163,849,94,68,0.0,0.0,36640.0
421010177012,1344,1,47,138,10,45,370,26,376,259,92,25,235,316,60,995,95,69,0.0,0.0,51130.0
421010177013,1501,37,146,181,10,27,276,85,412,324,88,0,104,251,161,203,94,69,0.0,0.0,23262.0
421010177021,932,0,57,127,16,45,139,25,262,197,49,16,60,127,135,389,89,71,0.0,0.0,22922.0
421010177022,1154,24,190,110,12,75,150,71,381,323,50,8,49,230,151,538,90,71,0.0,0.0,33386.0
421010177023,1216,21,66,197,0,0,189,19,325,283,23,19,90,185,140,243,91,68,0.0,0.0,22849.0
421010177024,1171,0,123,56,87,0,268,20,397,318,74,5,105,300,97,223,89,70,0.0,0.0,20269.0
421010177025,968,0,74,66,29,18,148,0,246,195,32,19,25,141,105,255,90,68,0.0,0.0,28477.0
421010178001,1719,0,95,176,88,112,339,74,439,331,84,24,87,345,94,530,95,69,0.0,0.0,33258.0
421010178002,731,0,29,83,0,0,180,13,214,148,66,0,66,201,13,207,94,69,0.0,0.0,74299.0
421010178003,752,0,200,58,0,33,364,0,375,322,53,0,0,277,98,97,93,69,0.0,0.0,17435.0
421010178004,380,21,43,40,22,19,27,0,172,172,0,0,99,160,12,95,88,70,0.0,0.0,14902.0
421010178005,1265,0,72,196,22,45,105,27,371,299,72,0,132,201,170,261,89,69,0.0,0.0,26033.0
421010178006,551,0,159,20,41,0,189,0,254,217,37,0,0,76,178,233,90,71,0.0,0.0,28005.0
421010178007,826,12,45,94,0,18,157,0,260,234,26,0,143,86,174,253,92,71,0.0,0.0,25759.0
421010179001,543,0,18,49,40,12,94,0,107,36,71,0,24,53,54,78,85,67,0.0,0.0,10005.0
421010179002,1498,0,268,66,55,20,634,218,652,391,261,0,206,292,360,162,92,67,0.0,0.0,35885.0
421010179003,715,0,139,29,28,62,242,28,297,241,36,20,105,154,143,56,85,63,0.0,0.0,21637.0
421010179004,2424,0,187,291,56,0,449,122,714,532,165,17,195,401,313,191,92,68,0.0,0.0,23996.0
421010179005,2103,0,50,285,29,170,378,0,497,299,198,0,302,394,103,163,83,68,0.0,0.0,29914.0
421010180011,831,9,94,74,38,35,213,45,327,121,117,89,22,132,195,61,75,58,0.0,0.0,67118.0
421010180012,1178,42,180,98,66,53,457,99,513,264,158,91,93,210,303,65,88,59,0.0,0.0,12346.0
421010180013,653,56,66,27,46,26,78,225,258,54,86,118,13,29,229,36,84,62,0.0,0.0,10353.0
421010180021,1569,2,132,31,31,29,524,294,634,314,143,177,87,204,430,85,92,60,0.0,0.0,20268.0
421010180022,1396,12,322,151,80,73,294,224,619,443,99,77,143,271,348,78,89,57,0.0,0.0,21430.0
421010180023,1732,0,238,87,119,91,618,170,720,327,285,108,114,130,590,87,90,59,0.0,0.0,16592.0
421010180024,1043,0,105,68,59,12,350,167,336,78,148,110,0,49,287,56,87,58,0.0,0.0,15417.0
421010183001,652,8,37,17,39,52,233,77,235,52,111,72,47,104,131,55,45,44,0.0,0.0,55694.0
421010183002,936,0,124,44,62,38,428,118,410,149,198,63,74,79,331,42,75,45,0.0,0.0,18759.0
421010183003,1623,24,193,120,76,46,610,143,628,285,252,91,131,90,538,97,64,52,0.0,0.0,177948.0
421010183004,793,0,67,70,9,24,225,149,275,73,62,140,74,41,234,55,61,43,0.0,0.0,19706.0
421010184001,752,0,40,26,87,31,252,39,231,71,128,32,14,47,184,37,61,52,0.0,0.0,104913.0
421010184002,1682,7,208,39,118,63,695,161,626,241,243,142,95,171,455,122,37,43,0.0,0.0,25830.0
421010188001,1901,0,114,201,57,56,487,0,467,369,98,0,164,185,282,98,87,66,0.0,0.0,26266.0
421010188002,1313,0,115,192,0,93,412,0,367,236,131,0,165,141,226,141,90,66,0.0,0.0,20037.0
421010188003,1119,0,31,178,41,29,147,34,345,289,56,0,128,166,179,198,85,67,0.0,0.0,25796.0
421010188004,1136,0,163,105,25,0,326,0,366,290,76,0,97,225,141,130,92,67,0.0,0.0,29859.0
421010188005,272,0,69,15,0,0,70,29,116,13,103,0,39,26,90,379,95,69,0.0,0.0,35668.0
421010188006,892,0,44,92,0,0,294,44,220,60,121,39,36,93,127,148,93,68,0.0,0.0,22513.0
421010188007,2529,0,75,224,154,174,332,0,582,391,125,66,132,301,281,208,90,68,0.0,0.0,30001.0
421010190001,1956,0,163,191,96,140,308,41,526,219,261,46,163,253,273,122,90,66,1.0,155.0,32556.0
421010190002,1557,0,261,151,51,97,439,113,571,364,196,11,87,359,212,72,89,65,0.0,0.0,28103.0
421010190003,1870,0,137,232,58,62,327,134,541,296,245,0,258,261,280,129,84,66,0.0,0.0,42177.0
421010190004,1364,0,106,95,105,68,369,97,422,282,140,0,47,196,226,73,83,64,0.0,0.0,22111.0
421010190005,1624,0,123,259,59,31,542,7,588,338,223,27,156,348,240,384,90,65,0.0,0.0,73769.0
421010191001,1057,40,144,0,72,30,202,73,400,173,227,0,0,150,250,74,82,52,0.0,0.0,31495.0
421010191002,993,0,81,104,31,0,375,42,319,150,134,35,27,134,185,55,83,62,0.0,0.0,23822.0
421010191003,1908,0,126,226,84,58,599,43,530,318,172,40,114,168,362,95,88,63,0.0,0.0,21906.0
421010191004,2166,14,211,72,162,133,592,140,734,490,152,92,56,128,606,144,67,56,0.0,0.0,26085.0
421010191005,2085,0,71,184,107,60,443,101,489,270,191,28,225,113,376,305,84,65,0.0,0.0,69818.0
421010191006,648,0,137,29,56,0,201,137,326,246,80,0,34,211,115,82,84,58,0.0,0.0,23260.0
421010192001,634,0,35,18,73,0,171,0,241,176,54,11,32,128,113,77,86,68,0.0,0.0,15800.0
421010192002,1872,0,0,268,33,55,362,24,469,283,178,8,244,176,293,141,83,67,1.0,224.0,33828.0
421010192003,2470,0,93,289,0,83,396,1,508,292,202,14,244,319,189,146,93,69,0.0,0.0,20663.0
421010192004,2006,17,30,238,76,118,419,31,472,399,73,0,244,367,105,364,88,68,0.0,0.0,57896.0
421010192005,1319,0,134,267,0,47,160,37,435,354,81,0,127,283,152,167,85,66,0.0,0.0,21221.0
421010192006,718,51,113,83,25,26,155,29,255,191,64,0,30,122,133,47,75,65,0.0,0.0,12069.0
421010195011,1606,0,216,130,84,127,288,49,623,518,105,0,171,312,311,194,89,63,1.0,741.0,45049.0
421010195012,2110,36,242,278,56,87,361,37,739,617,116,6,257,441,298,202,90,65,0.0,0.0,39431.0
421010195013,721,0,110,61,0,43,191,1,292,234,58,0,46,215,77,145,91,64,0.0,0.0,28475.0
421010195021,1066,0,76,109,38,5,184,5,287,242,45,0,81,205,82,121,87,60,0.0,0.0,34224.0
421010195022,1805,0,48,143,76,15,469,9,445,290,155,0,99,240,205,147,84,61,0.0,0.0,29653.0
421010195023,778,0,133,67,28,60,128,5,261,186,75,0,74,147,114,74,90,63,0.0,0.0,24025.0
421010197001,1149,0,35,123,14,93,260,0,285,235,50,0,128,112,173,108,87,69,0.0,0.0,33320.0
421010197002,908,0,72,80,50,67,88,100,325,281,44,0,65,211,114,83,86,71,0.0,0.0,18610.0
421010197003,1167,103,99,58,31,0,262,207,375,273,47,55,108,165,210,104,74,70,0.0,0.0,10360.0
421010197004,952,0,108,132,0,59,60,0,376,299,77,0,254,322,54,134,86,72,0.0,0.0,23460.0
421010197005,1059,0,106,126,19,16,158,50,320,302,18,0,120,113,207,91,83,75,0.0,0.0,16993.0
421010197006,1608,0,106,170,66,26,337,57,427,332,95,0,40,187,240,101,85,72,0.0,0.0,23982.0
421010198001,1136,23,67,59,52,60,405,18,307,215,72,20,116,104,203,149,74,80,0.0,0.0,116838.0
421010198002,1149,0,134,120,0,56,189,24,326,235,80,11,151,161,165,102,76,77,0.0,0.0,11163.0
421010198003,1033,0,32,126,32,41,293,0,297,243,29,25,42,147,150,45,80,75,0.0,0.0,14434.0
421010198004,1402,44,82,127,47,49,302,0,400,309,49,42,92,184,216,76,86,73,0.0,0.0,15853.0
421010198005,1021,0,95,107,42,59,202,0,328,288,40,0,50,168,160,90,85,75,0.0,0.0,14515.0
421010198006,1229,8,158,137,25,54,154,33,421,378,43,0,140,246,175,96,88,71,0.0,0.0,32013.0
421010199001,639,0,99,43,14,26,154,52,239,204,11,24,128,128,111,135,89,72,0.0,0.0,28920.0
421010199002,1147,19,131,142,21,91,180,86,404,340,50,14,141,257,147,122,89,77,0.0,0.0,21803.0
421010199003,956,0,81,107,8,58,321,16,328,244,77,7,155,141,187,122,83,79,0.0,0.0,18150.0
421010199004,1338,7,90,135,40,70,198,37,374,305,69,0,368,170,204,160,84,78,0.0,0.0,47217.0
421010200001,461,0,86,16,25,39,85,25,160,104,56,0,47,100,60,112,90,83,0.0,0.0,51605.0
421010200002,866,6,146,108,11,84,166,111,365,283,82,0,76,288,77,359,92,82,0.0,0.0,107578.0
421010201011,1669,0,298,82,16,146,494,194,652,504,131,17,28,355,297,313,90,83,0.0,0.0,49952.0
421010201012,1189,0,75,136,0,0,259,78,277,179,98,0,83,147,130,257,87,83,0.0,0.0,34852.0
421010201013,1167,0,443,75,0,61,590,40,642,531,103,8,147,535,107,228,85,83,0.0,0.0,26288.0
421010201021,874,34,117,73,0,99,205,88,315,179,117,19,69,276,39,233,93,83,0.0,0.0,28143.0
421010201022,497,0,137,49,0,12,122,25,224,157,67,0,87,169,55,137,93,83,1.0,791.0,23850.0
421010201023,976,0,105,84,51,11,193,83,293,205,88,0,148,196,97,217,91,83,0.0,0.0,27690.0
421010201024,736,0,159,66,8,84,251,60,315,152,163,0,14,122,193,130,85,83,0.0,0.0,18990.0
421010202001,814,0,310,57,29,19,254,26,459,391,68,0,95,184,275,236,80,80,0.0,0.0,37334.0
421010202002,448,0,204,13,16,0,100,13,233,204,13,16,22,142,91,97,78,74,0.0,0.0,10731.0
421010202003,340,0,122,0,0,0,162,0,199,146,53,0,0,69,130,102,70,81,0.0,0.0,12504.0
421010202004,704,0,186,29,29,0,349,0,322,280,42,0,48,177,145,161,81,78,0.0,0.0,35058.0
421010202005,868,0,145,69,29,0,296,0,322,206,116,0,132,132,190,209,87,82,0.0,0.0,27286.0
421010202006,1184,0,316,11,46,0,400,56,489,425,64,0,79,397,92,105,82,78,0.0,0.0,17138.0
421010203001,1189,33,243,118,8,4,457,47,446,341,77,28,166,218,228,290,94,82,0.0,0.0,66958.0
421010203002,1717,41,181,137,23,124,406,94,499,312,157,30,135,225,274,624,90,82,3.0,1420.0,86437.0
421010204001,696,39,104,100,0,0,128,27,219,162,50,7,34,113,106,115,86,79,0.0,0.0,26968.0
421010204002,719,27,157,29,0,23,284,8,298,235,63,0,64,155,143,125,90,81,0.0,0.0,54981.0
421010204003,622,0,79,45,24,28,203,22,240,168,70,2,91,113,127,143,88,80,1.0,555.0,71214.0
421010204004,594,0,176,27,9,37,303,16,323,239,62,22,33,193,130,135,90,81,0.0,0.0,16960.0
421010205001,1673,29,327,188,0,130,612,38,708,525,178,5,294,296,412,305,37,76,0.0,0.0,142617.0
421010205002,1086,0,263,75,8,141,438,86,507,428,73,6,43,345,162,273,67,70,1.0,279.0,78648.0
421010206001,1664,45,344,66,56,391,270,513,736,384,188,164,38,547,189,154,47,60,0.0,0.0,131677.0
421010207001,1565,105,265,14,58,628,66,491,527,108,197,222,110,173,354,57,76,62,0.0,0.0,35578.0
421010207002,1037,37,278,81,56,40,83,379,551,244,112,195,24,205,346,35,81,62,0.0,0.0,6319.0
421010207003,1495,6,272,0,142,186,222,479,643,175,268,200,102,211,432,88,78,63,0.0,0.0,66527.0
421010207004,1578,46,366,59,34,71,289,474,707,318,280,109,48,409,298,172,61,65,0.0,0.0,139352.0
421010208001,1586,34,396,33,12,716,99,680,788,429,268,91,84,742,46,92,18,59,0.0,0.0,27050.0
421010208002,610,4,163,14,29,185,28,267,277,90,109,78,42,105,172,27,35,61,0.0,0.0,42238.0
421010209001,755,25,79,0,81,82,145,203,267,58,116,93,22,70,197,30,76,63,0.0,0.0,17772.0
421010209002,810,0,78,0,117,99,184,245,275,107,61,107,21,80,195,29,56,64,0.0,0.0,3525.0
421010209003,684,25,206,0,12,156,153,265,345,142,152,51,16,255,90,70,66,65,0.0,0.0,35436.0
421010209004,683,113,102,8,0,98,142,260,265,70,126,69,20,209,56,30,79,62,0.0,0.0,16128.0
421010210001,901,0,99,0,68,56,348,297,418,186,74,158,0,172,246,84,87,55,0.0,0.0,15162.0
421010210002,495,0,38,28,0,112,92,178,208,101,52,55,7,102,106,51,88,55,0.0,0.0,7349.0
421010210003,876,28,115,0,78,84,113,346,365,154,91,120,0,53,312,36,84,59,1.0,23.0,15647.0
421010210004,1415,30,214,45,17,446,327,541,572,248,164,160,47,270,302,138,88,55,0.0,0.0,28445.0
421010210005,1303,40,96,20,44,143,174,637,531,59,285,187,34,275,256,28,83,59,0.0,0.0,10764.0
421010211001,1150,32,182,62,66,141,199,470,521,138,225,158,37,344,177,39,65,60,0.0,0.0,10451.0
421010211002,1346,32,209,0,109,141,205,398,520,107,176,237,14,131,389,73,76,51,1.0,133.0,52318.0
421010212001,1220,0,215,15,78,94,295,271,533,166,234,133,10,219,314,101,75,49,0.0,0.0,27351.0
421010212002,1220,39,133,32,123,172,256,340,474,157,184,133,39,162,312,75,83,51,2.0,730.0,23625.0
421010213001,483,18,71,0,20,62,109,157,180,57,86,37,21,71,109,38,85,50,0.0,0.0,12449.0
421010213002,679,10,102,35,28,28,213,176,271,72,150,49,52,101,170,56,88,52,0.0,0.0,16212.0
421010213003,832,8,70,24,76,54,69,334,296,31,172,93,12,112,184,42,90,53,0.0,0.0,14189.0
421010213004,864,32,70,25,69,59,158,141,278,61,121,96,32,105,173,37,87,54,0.0,0.0,9317.0
421010213005,956,11,130,42,7,255,183,358,359,91,206,62,26,136,223,25,83,51,0.0,0.0,7730.0
421010214001,798,0,69,23,0,116,177,217,306,98,157,51,0,186,120,69,91,50,0.0,0.0,44944.0
421010214002,764,53,87,36,22,177,148,283,288,46,171,71,70,88,200,18,82,54,0.0,0.0,4505.0
421010214003,918,0,38,0,0,358,153,190,244,67,127,50,0,193,51,29,80,50,0.0,0.0,12548.0
421010214004,1154,9,127,0,18,224,237,572,380,49,169,162,0,226,154,44,88,50,1.0,92.0,11282.0
421010214005,841,14,102,20,25,76,188,289,375,123,173,79,49,212,163,41,88,53,0.0,0.0,10021.0
421010215001,912,0,59,58,55,13,178,244,341,44,208,89,22,161,180,49,76,47,0.0,0.0,14199.0
421010215002,1322,23,206,18,33,252,113,600,544,157,191,196,35,328,216,77,70,47,0.0,0.0,20147.0
421010215003,751,35,198,14,25,89,118,389,390,95,172,123,31,176,214,68,69,49,0.0,0.0,13542.0
421010215004,880,26,88,35,67,155,134,232,330,118,135,77,28,105,225,58,43,48,0.0,0.0,16709.0
421010216001,847,0,115,18,76,45,173,286,320,75,88,157,26,51,269,59,51,46,0.0,0.0,14508.0
421010216002,1327,20,223,46,48,91,304,407,617,189,271,157,74,498,119,123,8,41,2.0,318.0,30311.0
421010217001,2020,22,319,20,183,131,533,441,861,162,449,250,93,25,836,62,39,41,0.0,0.0,43211.0
421010217002,1410,78,226,0,119,61,339,405,664,150,302,212,43,207,457,76,65,42,0.0,0.0,25282.0
421010217003,950,27,154,13,98,50,101,205,441,84,223,134,0,186,255,84,58,45,0.0,0.0,61963.0
421010217004,1470,0,125,42,126,67,510,356,464,120,213,131,0,61,403,25,65,46,0.0,0.0,12936.0
421010218001,1618,60,427,31,82,131,196,683,869,368,303,198,99,637,232,47,39,39,1.0,157.0,27897.0
421010218002,1747,0,260,62,69,131,423,493,819,345,398,76,69,477,342,58,44,39,0.0,0.0,21390.0
421010218003,993,0,81,66,88,279,173,381,391,133,240,18,79,391,0,44,33,39,0.0,0.0,17450.0
421010219001,1508,57,287,30,93,69,298,479,706,132,355,219,39,150,556,58,17,39,0.0,0.0,21664.0
421010220001,1772,5,282,17,138,108,295,712,691,150,237,304,104,244,447,50,2,31,0.0,0.0,27490.0
421010231001,1374,42,100,25,160,72,67,627,518,63,118,337,5,212,306,59,66,50,1.0,241.0,50815.0
421010235001,1308,41,208,54,80,70,140,551,564,183,191,190,62,242,322,38,35,50,0.0,0.0,26230.0
421010236001,549,37,147,0,32,14,74,282,294,86,76,132,14,139,155,46,78,49,0.0,0.0,18187.0
421010236002,1101,18,189,4,102,42,216,299,387,161,111,115,49,191,196,34,62,53,0.0,0.0,35104.0
421010236003,800,8,158,10,76,26,18,457,412,125,124,163,28,119,293,32,52,48,0.0,0.0,27724.0
421010237001,965,25,226,43,28,186,189,335,515,210,269,36,88,500,15,73,71,57,0.0,0.0,16264.0
421010237002,1733,65,325,34,91,37,217,591,711,327,237,147,55,249,462,67,81,53,0.0,0.0,40262.0
421010237003,1113,0,345,0,113,16,0,354,555,158,250,147,0,396,159,30,75,53,0.0,0.0,14008.0
421010237004,1489,132,37,44,123,121,377,302,275,38,43,194,203,0,275,80,81,57,0.0,0.0,19596.0
421010238001,817,0,135,0,67,38,116,250,291,124,76,91,60,50,241,53,83,61,0.0,0.0,12545.0
421010238002,692,16,131,8,40,17,188,150,269,124,96,49,109,165,104,76,85,64,0.0,0.0,26293.0
421010238003,765,23,130,15,65,46,198,178,284,127,65,92,40,96,188,96,91,65,0.0,0.0,19508.0
421010238004,833,104,251,35,36,155,210,206,492,140,266,86,52,406,86,55,72,63,0.0,0.0,21044.0
421010238005,1046,0,235,30,0,22,288,370,446,190,119,137,49,341,105,68,71,61,0.0,0.0,15894.0
421010239001,834,9,437,0,17,77,155,314,615,446,133,36,35,435,180,67,76,63,0.0,0.0,31212.0
421010239002,418,0,234,0,10,114,0,271,299,161,60,78,8,299,0,38,70,61,0.0,0.0,37648.0
421010240001,1518,45,420,43,52,242,181,713,738,331,288,119,48,527,211,82,80,62,0.0,0.0,19611.0
421010240002,887,7,94,16,30,153,189,258,262,113,84,65,19,98,164,145,92,65,1.0,624.0,37404.0
421010240003,360,0,8,31,17,13,75,20,95,40,55,0,0,40,55,50,87,66,0.0,0.0,11492.0
421010240004,634,9,166,39,21,41,94,122,296,151,130,15,44,153,143,67,79,64,0.0,0.0,20293.0
421010241001,1460,20,489,46,23,36,484,172,673,505,118,50,60,552,121,412,95,66,4.0,1390.0,160299.0
421010242001,676,24,65,47,4,64,187,151,233,127,94,12,61,134,99,115,91,64,0.0,0.0,18885.0
421010242002,920,0,454,0,46,20,261,113,587,464,90,33,50,484,103,121,78,67,0.0,0.0,17068.0
421010242003,776,0,178,86,5,44,240,26,347,238,90,19,85,215,132,134,87,62,0.0,0.0,20518.0
421010242004,903,0,190,70,21,60,313,190,451,257,109,85,25,176,275,134,86,68,0.0,0.0,22971.0
421010243001,886,0,103,82,25,74,163,54,292,242,50,0,57,199,93,96,76,66,0.0,0.0,13891.0
421010243002,1167,9,460,84,17,53,383,202,678,440,194,44,74,537,141,145,74,66,0.0,0.0,20811.0
421010243003,722,0,70,8,41,34,194,139,241,72,95,74,22,27,214,76,75,69,0.0,0.0,10339.0
421010243004,500,22,121,7,26,0,141,68,246,90,78,78,14,88,158,75,43,67,0.0,0.0,64906.0
421010244001,801,29,172,29,26,8,242,83,383,292,91,0,56,237,146,117,80,71,0.0,0.0,22366.0
421010244002,1011,53,138,81,21,104,122,21,317,217,100,0,44,125,192,129,83,74,0.0,0.0,29752.0
421010244003,987,36,151,19,22,82,294,138,350,198,99,53,77,187,163,158,85,70,0.0,0.0,27620.0
421010245001,1207,13,257,76,15,80,262,89,500,372,128,0,103,354,146,232,90,65,0.0,0.0,19307.0
421010245002,999,31,119,189,0,54,182,156,347,248,99,0,136,227,120,187,83,68,0.0,0.0,27523.0
421010245003,817,21,141,146,1,43,189,19,367,295,62,10,29,225,142,198,71,67,1.0,722.0,33752.0
421010245004,592,32,149,83,0,9,102,32,277,210,60,7,95,139,138,119,90,65,0.0,0.0,16386.0
421010246001,996,18,115,82,15,13,194,87,310,189,100,21,68,213,97,148,92,66,0.0,0.0,23343.0
421010246002,962,0,89,157,0,9,217,0,326,239,87,0,84,262,64,172,85,66,0.0,0.0,18770.0
421010246003,827,0,192,125,10,95,164,48,327,295,32,0,33,231,96,265,90,66,1.0,793.0,42185.0
421010247001,881,0,85,93,32,49,266,94,297,244,32,21,65,217,80,160,82,64,0.0,0.0,15485.0
421010247002,1070,0,252,76,18,192,213,88,445,331,90,24,103,298,147,261,84,63,0.0,0.0,33816.0
421010247003,917,0,84,58,22,39,81,145,274,147,127,0,48,109,165,84,84,65,0.0,0.0,15860.0
